Wavelength(nm),Li S ratio (time proxy),0,0.206185567,0.215053763,0.222222222,0.229885057,0.240963855,0.25,0.25974026,0.273972603,0.285714286,0.298507463,0.317460317,0.333333333,0.350877193,0.377358491,0.4,0.425531915,0.465116279,0.5
235.66,,0.66403,0.90169,0.91273,0.74476,0.92164,0.9551,0.75728,0.9197,0.80219,0.77044,0.79269,0.74165,0.7739,0.74879,0.74964,0.76943,0.76298,0.75686,0.74562
236.44,,0.64161,0.87173,0.88727,0.72041,0.89269,0.92312,0.73422,0.89415,0.78206,0.7491,0.77336,0.7216,0.75526,0.73066,0.73002,0.74946,0.74063,0.73553,0.73092
237.23,,0.61625,0.84148,0.85452,0.69805,0.86486,0.88876,0.7135,0.8625,0.75926,0.72466,0.75016,0.69813,0.73075,0.70554,0.71119,0.72408,0.72278,0.71689,0.71022
238.01,,0.59297,0.80727,0.82371,0.6728,0.83409,0.86066,0.68938,0.83629,0.73835,0.70643,0.72425,0.67797,0.70828,0.68504,0.68853,0.7028,0.70037,0.69382,0.68532
238.79,,0.57359,0.78844,0.802,0.65732,0.81052,0.84092,0.67219,0.81213,0.71762,0.68642,0.71102,0.66162,0.69563,0.6697,0.67295,0.68851,0.68636,0.68483,0.67052
239.58,,0.54989,0.76543,0.77832,0.63677,0.7888,0.81383,0.653,0.78789,0.69714,0.66596,0.69061,0.6456,0.67406,0.65377,0.65492,0.66729,0.66816,0.66399,0.65337
240.36,,0.52669,0.73298,0.74891,0.61224,0.75319,0.78307,0.63048,0.76157,0.67453,0.64829,0.66848,0.62155,0.65414,0.62964,0.6354,0.65157,0.65005,0.64301,0.63712
241.14,,0.50683,0.70746,0.72467,0.59898,0.73043,0.75469,0.61334,0.7337,0.64995,0.62502,0.64206,0.60518,0.63556,0.61289,0.6182,0.63239,0.63126,0.62879,0.61716
241.93,,0.48806,0.67655,0.69562,0.57453,0.70347,0.72604,0.59191,0.70402,0.63201,0.60526,0.62301,0.58399,0.61629,0.5955,0.59913,0.60944,0.60932,0.60559,0.60225
242.71,,0.47227,0.66147,0.67624,0.56193,0.6845,0.7072,0.57385,0.69072,0.61512,0.58701,0.61081,0.56921,0.59933,0.57832,0.58158,0.59435,0.59776,0.59879,0.58643
243.49,,0.45463,0.63162,0.6514,0.53901,0.65738,0.68339,0.55815,0.6655,0.59868,0.57282,0.59168,0.55332,0.58067,0.56334,0.57215,0.57517,0.57909,0.57402,0.56878
244.28,,0.4386,0.61785,0.64242,0.5253,0.64205,0.66444,0.53959,0.64182,0.58024,0.55442,0.58171,0.53686,0.56453,0.54544,0.55191,0.56204,0.56735,0.56503,0.5552
245.06,,0.43064,0.61315,0.62986,0.51782,0.63781,0.6651,0.53491,0.64167,0.57364,0.54946,0.56823,0.53073,0.55605,0.54344,0.54415,0.54785,0.55662,0.55514,0.54607
245.84,,0.42495,0.59631,0.61396,0.50719,0.61875,0.64212,0.52573,0.62733,0.56195,0.54215,0.55945,0.52036,0.54862,0.52633,0.53277,0.54653,0.54646,0.54444,0.53752
246.63,,0.41904,0.59296,0.60819,0.50439,0.62133,0.64381,0.51937,0.62138,0.55181,0.52941,0.54914,0.51725,0.53734,0.52154,0.52728,0.53453,0.53805,0.53869,0.52666
247.41,,0.42552,0.60143,0.62005,0.50574,0.62227,0.64915,0.52548,0.62823,0.56594,0.53915,0.55777,0.51967,0.54712,0.52601,0.53199,0.54512,0.54179,0.53586,0.53598
248.19,,0.42408,0.5965,0.61483,0.50149,0.6218,0.64577,0.51993,0.62714,0.55287,0.5277,0.5494,0.51534,0.53689,0.52017,0.52647,0.53836,0.53893,0.53437,0.5285
248.97,,0.42105,0.58875,0.60324,0.4953,0.61115,0.63614,0.51091,0.61373,0.54971,0.52758,0.54276,0.50759,0.52888,0.5146,0.51951,0.52737,0.52856,0.52571,0.52111
249.76,,0.4223,0.5887,0.60316,0.49403,0.60968,0.63309,0.50806,0.61215,0.54437,0.51905,0.54086,0.50233,0.52953,0.51206,0.51464,0.52648,0.52885,0.52203,0.51508
250.54,,0.42671,0.5967,0.60951,0.49386,0.61742,0.63906,0.50853,0.61547,0.54502,0.52409,0.5412,0.50742,0.52731,0.51279,0.51759,0.52561,0.5273,0.5217,0.51709
251.32,,0.43189,0.59375,0.6094,0.49383,0.61449,0.63533,0.50535,0.61322,0.54366,0.51902,0.53835,0.50104,0.52492,0.50749,0.508,0.52309,0.5251,0.51666,0.51322
252.11,,0.43253,0.59303,0.60545,0.49219,0.61234,0.63425,0.50408,0.61071,0.53857,0.51462,0.53104,0.49619,0.51813,0.50212,0.50233,0.51526,0.51396,0.5097,0.50325
252.89,,0.44327,0.60113,0.61233,0.49518,0.61891,0.63996,0.50555,0.61574,0.54337,0.51841,0.53584,0.49887,0.52083,0.50235,0.50415,0.51549,0.51867,0.51138,0.50695
253.67,,0.44729,0.60328,0.61476,0.49628,0.61967,0.63897,0.50534,0.61479,0.54114,0.5157,0.53257,0.49697,0.51715,0.50027,0.50064,0.51198,0.51207,0.50724,0.50081
254.45,,0.45273,0.6047,0.61293,0.49495,0.61791,0.63937,0.50253,0.61413,0.53989,0.5154,0.52791,0.49163,0.51307,0.4954,0.49583,0.50726,0.50842,0.49979,0.49601
255.24,,0.46008,0.60849,0.62032,0.49701,0.621,0.6422,0.50422,0.61552,0.53978,0.51456,0.52931,0.49246,0.51036,0.49155,0.49409,0.50619,0.50526,0.49887,0.49218
256.02,,0.46737,0.61272,0.62339,0.49763,0.62378,0.64337,0.5051,0.61875,0.54018,0.51521,0.5265,0.48971,0.51088,0.48987,0.48983,0.50543,0.50134,0.49333,0.49124
256.8,,0.47219,0.61444,0.62307,0.49698,0.624,0.64473,0.50269,0.61733,0.53775,0.51265,0.52642,0.48888,0.50628,0.48631,0.48461,0.50106,0.49725,0.48925,0.48588
257.59,,0.4783,0.61607,0.62508,0.49784,0.62441,0.64224,0.50235,0.61573,0.5348,0.50981,0.52277,0.48561,0.50259,0.48207,0.48151,0.49737,0.49304,0.48569,0.48049
258.37,,0.48319,0.61845,0.62663,0.49785,0.62457,0.64592,0.50215,0.61669,0.53347,0.51062,0.5217,0.48447,0.50124,0.48042,0.47693,0.49499,0.48728,0.47906,0.47849
259.15,,0.48669,0.61995,0.62845,0.49866,0.6263,0.64498,0.50077,0.61715,0.53318,0.50774,0.51871,0.48288,0.50006,0.47737,0.47451,0.49182,0.48487,0.47682,0.47268
259.93,,0.49138,0.62073,0.62754,0.49823,0.62439,0.64541,0.50104,0.61483,0.53083,0.50748,0.51713,0.4791,0.49659,0.47338,0.47112,0.49026,0.48131,0.47247,0.47087
260.72,,0.49409,0.62363,0.62811,0.4976,0.62508,0.64496,0.4984,0.61537,0.53003,0.50487,0.51559,0.4769,0.49357,0.47093,0.46773,0.48667,0.47747,0.46878,0.4663
261.5,,0.49539,0.62166,0.62884,0.49644,0.62393,0.64536,0.49747,0.61487,0.52725,0.50226,0.51232,0.47614,0.49131,0.46777,0.46491,0.48311,0.47379,0.46398,0.46331
262.28,,0.49777,0.62133,0.62633,0.49509,0.62241,0.64206,0.49584,0.6121,0.52569,0.50169,0.50964,0.4743,0.48957,0.46575,0.46233,0.48122,0.47217,0.46182,0.46086
263.06,,0.49783,0.62114,0.626,0.49377,0.62183,0.64044,0.49518,0.61123,0.52269,0.49988,0.50771,0.47092,0.48689,0.46262,0.45932,0.47792,0.46913,0.4581,0.45721
263.85,,0.49692,0.62024,0.62482,0.49196,0.61929,0.63874,0.49259,0.60929,0.52221,0.49734,0.50578,0.46895,0.48379,0.46002,0.45675,0.47486,0.46614,0.45582,0.45523
264.63,,0.49681,0.61746,0.62293,0.49155,0.6177,0.63676,0.49044,0.60697,0.52014,0.49488,0.50362,0.46702,0.48153,0.45775,0.45383,0.47304,0.46431,0.45273,0.45233
265.41,,0.49551,0.61599,0.62034,0.48891,0.61453,0.6339,0.48886,0.60427,0.51763,0.49341,0.50119,0.46498,0.48003,0.4559,0.4511,0.47093,0.46157,0.45067,0.45059
266.19,,0.49353,0.61384,0.6184,0.48712,0.61277,0.63205,0.48696,0.60324,0.5155,0.49033,0.49966,0.46349,0.47736,0.45492,0.45018,0.46917,0.45887,0.44783,0.44765
266.97,,0.49211,0.61191,0.61672,0.48565,0.61096,0.62993,0.48455,0.60033,0.51374,0.48945,0.49795,0.46236,0.47604,0.45202,0.44807,0.46709,0.45869,0.44791,0.44643
267.76,,0.49073,0.61016,0.61435,0.48335,0.60947,0.62917,0.48326,0.59873,0.51212,0.48748,0.4964,0.46053,0.47356,0.45033,0.44675,0.46581,0.45542,0.44481,0.44547
268.54,,0.4882,0.60832,0.61334,0.48192,0.60814,0.62679,0.48219,0.59803,0.5121,0.48633,0.49532,0.46006,0.47264,0.44994,0.44569,0.46398,0.45573,0.4447,0.44353
269.32,,0.48627,0.60613,0.61078,0.48015,0.60618,0.62473,0.48058,0.59559,0.51038,0.48497,0.49373,0.45859,0.4724,0.44943,0.44498,0.46346,0.45421,0.44345,0.4423
270.1,,0.48492,0.60536,0.60962,0.4799,0.6054,0.62378,0.47899,0.59438,0.50873,0.4851,0.49224,0.4577,0.47113,0.44847,0.4447,0.4618,0.45386,0.44394,0.44222
270.89,,0.48225,0.60338,0.60908,0.47798,0.60373,0.62197,0.47843,0.5938,0.50753,0.48415,0.49131,0.45728,0.47079,0.44826,0.44315,0.46205,0.45224,0.44225,0.44167
271.67,,0.48122,0.60245,0.60753,0.47823,0.6029,0.6214,0.47854,0.59384,0.50667,0.48275,0.49104,0.45689,0.47024,0.44737,0.44378,0.46073,0.45299,0.44199,0.44115
272.45,,0.47943,0.60109,0.60622,0.47788,0.6022,0.62005,0.47743,0.59247,0.50597,0.48271,0.49048,0.45607,0.46936,0.44726,0.44283,0.46096,0.45303,0.44229,0.44095
273.23,,0.47791,0.60006,0.60486,0.47687,0.59997,0.61909,0.47682,0.59095,0.50452,0.48185,0.49006,0.45618,0.46914,0.44712,0.44344,0.46103,0.45193,0.44228,0.44053
274.01,,0.47686,0.59884,0.60392,0.47571,0.59945,0.61943,0.47526,0.58975,0.50514,0.48139,0.48939,0.45583,0.46865,0.44673,0.44237,0.45943,0.45183,0.44173,0.44077
