Wevenumber (cm-1) / Data point number,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,80,82,84,86,88,90,92,94,96,98,100
50,0.1286879,0.06683338,0.1411452,0.02845993,0.07764385,0.110116,0.06933993,0.01634092,0.5831401,0.007794327,0.07963423,0.02847471,0.02619447,3.309368e-70,0.0970613,0.3379228,0.3878762,0.1626358,0.3271016,0.06602415,0.003851391,0.3809445,0.007983151,0.08214828,0.05275177,0.4176629,0.1150507,0.1457892,0.08198062,0.2482672,0.07683675,0.2376308,0.09980543,0.01617452,0.1527878,0.04991857,0.02936204,0.05352779,0.6801153,0.01741609,0.0282639,0.4270702,0.4765137,0.06223922,0.1781482,0.01444234,0.2798213,0.05438978,0.1148827,0.5870724
50.84746,0.3310304,0.0407538,0.02500717,0.1695027,0.4584167,0.04414645,6.779161e-69,0.02332343,0.2870205,0.1397698,0.05433474,0.007434912,0.08148579,0.1331131,0.06453613,0.05777321,0.06411415,0.07974236,0.1922274,0.1600969,0.06385073,0.1972348,5.362866e-275,0.4757541,0.01305308,0.0549919,0.03983994,0.1455399,0.1506473,0.06139118,0.3562659,0.5778384,0.09076237,0.1860412,0.0766091,0.1654648,0.04189803,0.1922664,0.06728301,0.1376454,0.1007282,0.06565879,0.1420207,0.01001436,0.06969302,0.03136042,0.1356044,0.0100406,0.1204736,0.1329192
51.69492,0.1783641,0.4277658,0.02487104,0.2897917,0.2750779,0.01054296,0.1592056,0.05688514,0.09434039,0.1274118,0.010073,0.006209687,0.06654312,0.2101769,1.480808e-67,0.03342698,0.2882323,0.07467007,0.001066221,0.06524158,0.9733611,0.3366661,0.1041527,0.1430044,0.03832252,0.2251667,0.004438932,0.02610544,0.3599581,0.3129621,0.2320029,0.1299312,0.2241788,0.03426492,0.05676444,0.2715298,0.01776448,0.1823151,0.07437581,0.07818211,0.1638481,0.01338164,0.1811818,0.009496233,0.0335885,0.04544933,0.2114278,0.2240139,1.960129e-132,0.03492929
52.54237,0.1637606,0.002639981,0.04306566,0.05590092,0.2262193,0.192778,0.06433586,0.1130415,0.1398327,0.4441333,0.1612312,0.3821409,3.116139e-66,0.3597962,0.3761845,0.4694312,0.06617802,0.2936038,0.04129078,0.06367639,0.5201185,0.03245299,0.1611328,0.004543476,0.1514905,0.02643146,0.4056938,0.04402301,0.01321831,0.2193033,0.1061887,0.1363776,0.00672172,0.01378144,0.03341373,0.1169672,0.00956091,0.2029626,0.05484123,0.1745751,0.2716617,0.1088982,0.04853661,0.03119581,0.03347479,0.41228,0.1265251,0.2196998,0.7767206,0.2297028
53.38983,0.3613806,0.02837752,0.09113169,0.09575925,0.07248414,0.03331414,0.6440939,0.08497324,0.7065202,0.0391488,0.006462689,0.06307499,0.1167947,5.245668e-65,0.236545,0.1292436,0.273666,0.020681,0.01181728,0.2376228,0.08879011,0.1792654,2.065458e-269,0.1067224,0.06604566,0.03013242,0.1040165,1.383998,0.3176423,0.6535733,0.02438834,0.04193303,0.03162065,0.1515399,0.007988304,0.2146792,0.2974874,0.07935418,0.02156755,0.179798,0.06123312,0.5690542,0.104825,0.7842575,0.03800422,0.08197019,0.2021696,0.001711401,0.07727394,0.00783843
54.23729,0.254445,0.4202495,0.04223557,0.009040368,0.01121743,0.1934104,0.06874973,0.05245412,0.2043509,0.201464,0.1463411,0.355294,0.3268863,0.05874557,0.01716485,0.4303504,0.06529567,0.1249791,0.09205755,0.4896603,0.1396714,1.478635e-267,0.0201408,0.1215623,0.216473,0.3029505,0.5064966,0.01622752,0.2446534,0.1394355,0.2686286,0.08280081,0.0509971,0.4924957,0.465956,0.04564264,0.1789895,7.087416e-128,0.01225868,0.0300817,0.7654056,0.195643,0.0005251333,0.02060115,0.2056036,0.2176893,0.1662244,0.07941001,0.02055219,0.4314626
55.08475,0.02475716,0.1188329,0.3116845,0.1053388,0.08426791,0.1138341,0.2780197,0.001727986,0.1123573,0.1830405,0.3033763,0.08957924,0.07300445,0.1818639,1.865286e-62,0.1167765,0.1940253,0.03505899,0.208219,0.7012353,0.4604143,0.09847054,0.07130517,0.08425511,0.04493804,0.07901118,0.04106521,0.07361363,0.249558,0.1898622,0.110449,0.2028152,0.3033955,0.01971156,0.04632743,2.090252e-126,0.0419871,0.04609123,0.3379392,0.03100627,0.4717358,0.09779229,0.05619214,0.03831801,0.08303594,0.4796744,0.1322308,0.9805822,0.01158617,0.0001944466
55.9322,0.03909272,0.09377479,0.01439001,0.09034714,0.06342228,0.04155175,0.1703804,0.8963721,3.531268e-61,0.02805245,0.8315635,0.1173018,0.0991616,0.009035583,0.04320108,0.004208794,0.5530965,0.3823067,0.1346039,0.111948,0.03732658,0.009316394,0.5540613,0.8829864,0.07076263,0.08551448,0.2557631,0.08651147,0.09332732,0.02422932,0.007217939,0.02217326,0.1992254,0.1108771,0.05307384,0.1227812,0.01909727,0.202283,0.04094646,0.09794205,0.1728854,0.2370997,0.2194674,0.05372656,0.07791497,0.168636,0.07624983,0.1178497,0.06193256,0.1453993
56.77966,0.10975,0.179378,0.2378201,0.1490618,0.3003664,0.0348029,0.05220153,0.04938626,0.07489982,0.08490952,0.4204866,0.1577186,0.04416895,0.1307731,0.02768916,0.1837925,0.1235113,0.0467167,0.1773884,0.2837286,0.1109185,0.005510321,0.46842,0.04001747,0.1997081,0.7879774,0.2671791,0.03443071,0.1528791,0.0002724938,0.244404,0.03747335,0.1024138,0.03073406,0.4321179,0.169753,0.3853637,0.1705035,0.02506569,0.3501699,0.3472063,0.1112998,0.1929297,0.06681905,0.04636964,0.08138138,0.02993712,0.07336607,0.1781867,0.1843838
